"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","regulation"
"10609",71.2972269641328,1.72031908922831,0.110054418815286,15.6315312710493,4.44003467921895e-55,2.26237767046797e-52,"P3H4","Up"
"80308",166.321438986065,0.998110633877612,0.0639887224383392,15.5982272476124,7.48436505318309e-55,3.71322985125423e-52,"FLAD1","NS"
"4173",255.078534278302,1.71323868621017,0.109873220541639,15.5928685603686,8.13949943172734e-55,3.93471750734245e-52,"MCM4","Up"
"10330",223.581048771683,0.830167037573327,0.0532525932771199,15.5892321197062,8.616301833202e-55,4.06107846153393e-52,"CNPY2","NS"
"10381",90.2449920758062,3.13702466993093,0.201844933905635,15.5417557886171,1.80956928410862e-54,8.32092919836581e-52,"TUBB3","Up"
"6867",3045.66315452209,-1.27020423569483,0.0817791924024385,-15.5321200708869,2.10310231391723e-54,9.29157033988628e-52,"TACC1","Down"
"2706",104.684963231539,3.89517951963724,0.250790124594234,15.5316303859231,2.11922518758346e-54,9.29157033988628e-52,"GJB2","Up"
"55165",52.5690144821968,2.28556661811437,0.147330769398616,15.5131655623855,2.82596180511221e-54,1.21086040708592e-51,"CEP55","Up"
"105373869",36.225400596868,2.68750182137057,0.173806037453015,15.4626494036323,6.1995293114284e-54,2.59732724685244e-51,"LINC01614","Up"
"57016",312.96801575398,7.72151101571855,0.499586827514257,15.4557938489645,6.89567728846e-54,2.82617834607253e-51,"AKR1B10","Up"
"79703",113.464129700081,1.25960336550515,0.0816807149740823,15.4210619471784,1.18145510166827e-53,4.73914319824509e-51,"TOP6BL","Up"
"445815",2215.03899840091,-1.40333085207916,0.0914563204885039,-15.3442741254342,3.86862408425531e-53,1.51948270542636e-50,"PALM2AKAP2","Down"
"6711",11834.5266609985,-1.25894451015551,0.0824904946694091,-15.2616918494777,1.37632973230479e-52,5.2954988659474e-50,"SPTBN1","Down"
"22801",342.089103284563,2.75206625997372,0.180354235431161,15.2592272279857,1.42930990520437e-52,5.38935592856358e-50,"ITGA11","Up"
"22974",133.747566253769,2.57023664967483,0.168506619128982,15.2530307887043,1.57165336555164e-52,5.80987860798922e-50,"TPX2","Up"
"64321",41.1214431890761,-2.09712942198017,0.137519807790152,-15.2496535275869,1.65509019377907e-52,6.0006568121763e-50,"SOX17","Down"
"11130",75.0613296923471,1.85978606520391,0.122015973046739,15.2421524720498,1.85651992982809e-52,6.60395664849982e-50,"ZWINT","Up"
"10894",215.020236331917,-2.34022324659588,0.153640049871148,-15.2318568534607,2.17330297202899e-52,7.44968744212048e-50,"LYVE1","Down"
"4288",496.962634868637,2.30475657858942,0.151308774611829,15.2321409283903,2.16387932742683e-52,7.44968744212048e-50,"MKI67","Up"
"1300",241.073230920522,2.46429605172197,0.162056566998611,15.2063942693731,3.20728666046015e-52,1.07976741802956e-49,"COL10A1","Up"
"11099",418.046479359677,-1.27492334236342,0.0838483005755068,-15.2051184533589,3.2703867267991e-52,1.08169475369024e-49,"PTPN21","Down"
"50512",72.9412148304284,2.59706829307884,0.171237222244159,15.1664939377246,5.8942336150674e-52,1.91593079904941e-49,"PODXL2","Up"
"28984",576.108916012367,-1.82719175584539,0.120531088837809,-15.1595059288324,6.5560653762577e-52,2.09494068709468e-49,"RGCC","Down"
"10765",961.035060624916,0.862332998910209,0.0570204297747011,15.1232286799215,1.13822284160262e-51,3.57648587212236e-49,"KDM5B","NS"
"891",63.6729723265484,2.13098127199737,0.141104140148309,15.1021881410254,1.56647515794958e-51,4.8414354348891e-49,"CCNB1","Up"
"81607",215.468905727204,2.00214943548869,0.132640603141722,15.0945441144403,1.75899428951957e-51,5.34876118392137e-49,"NECTIN4","Up"
"4830",109.09126803069,1.51429631133048,0.100352591682103,15.0897578821628,1.89135058291477e-51,5.65994167296702e-49,"NME1","Up"
"10331",58.3969498350867,3.28909159011847,0.218833716918764,15.030095162801,4.66335357537298e-51,1.37372195244542e-48,"B3GNT3","Up"
"84706",136.598036000822,2.41362870687116,0.160746641812337,15.0151112313061,5.84637186036004e-51,1.69571767205181e-48,"GPT2","Up"
"857",2049.34710044085,-2.11199515952106,0.141292570263273,-14.9476731549702,1.6128691398536e-50,4.60718513540302e-48,"CAV1","Down"
"6690",237.571806482641,5.91796596280768,0.396712195207256,14.9175297213032,2.53485254771384e-50,7.13277240030583e-48,"SPINK1","Up"
"23287",393.65269564771,-0.87920796249771,0.058984775783434,-14.9056760972657,3.0273266468978e-50,8.39326312852416e-48,"AGTPBP1","NS"
"6513",346.592540956145,2.72130136140022,0.182668687153723,14.8974704083253,3.4229522780116e-50,9.35259699961635e-48,"SLC2A1","Up"
"1308",275.794521159123,3.73181323309714,0.251884043485914,14.815599993756,1.1614752078543e-49,3.12818458481102e-47,"COL17A1","Up"
"10643",87.2208577896253,3.19018785908807,0.215668067687664,14.792119636868,1.64684738082804e-49,4.37295967193677e-47,"IGF2BP3","Up"
"80014",998.936730183508,-1.27203462247399,0.0862511375991656,-14.7480329869446,3.16763126219391e-49,8.26831182393133e-47,"WWC2","Down"
"7407",331.707008479334,1.05688914419863,0.0716665508786447,14.7473142106182,3.20154226461034e-49,8.26831182393133e-47,"VARS1","Up"
"2034",5981.89694789911,-1.80516861175218,0.122455314594943,-14.7414476678558,3.49217760414505e-49,8.89703032039819e-47,"EPAS1","Down"
"55765",154.749089265437,1.87792022733288,0.127614779852247,14.715538666502,5.12366138379049e-49,1.28795184091469e-46,"INAVA","Up"
"105375355",74.1282529847394,-2.51547180754547,0.171582895597935,-14.6603879062625,1.15610586880728e-48,2.86790315060837e-46,"UPK3B","Down"
"9500",462.011936178208,1.09777190762435,0.0749016114082767,14.6561854542831,1.22991145627188e-48,3.01136632273944e-46,"MAGED1","Up"
"219790",1019.2159535459,-2.58408702225418,0.176538122208067,-14.6375581088859,1.61774740931241e-48,3.91017844971371e-46,"RTKN2","Down"
"1104",167.563086587074,1.22081446095113,0.0834246026090756,14.6337461944148,1.71100792181264e-48,4.08324460125742e-46,"RCC1","Up"
"8879",502.232124228236,0.910524020808385,0.0622428094708999,14.6285816554293,1.84595286118286e-48,4.35021866148506e-46,"SGPL1","NS"
"2869",403.08069269283,-1.46664985367845,0.100443652093214,-14.6017177105166,2.73857426745925e-48,6.37411613140855e-46,"GRK5","Down"
"89958",24.9369531453363,2.94029011440553,0.201402664845137,14.5990626125348,2.84733393422689e-48,6.54643739780239e-46,"SAPCD2","Up"
"11170",457.752264834892,-2.64013499671936,0.181040589170149,-14.5831109411496,3.59742577457448e-48,8.17135760578947e-46,"FAM107A","Down"
"2013",3062.23007487825,-1.7582402061298,0.121012602191953,-14.5293975526685,7.8911374622887e-48,1.77109064972058e-45,"EMP2","Down"
"1901",412.787322868794,-1.7443990211598,0.120216786505284,-14.510444604865,1.04044001049439e-47,2.30769594327655e-45,"S1PR1","Down"
"83879",87.9224372255614,2.54984360835354,0.176009480379651,14.4869674227408,1.46467984293667e-47,3.17397805504426e-45,"CDCA7","Up"
"347735",160.438979811607,2.02633769167902,0.13987010239955,14.4872825351241,1.45797729412772e-47,3.17397805504426e-45,"SERINC2","Up"
"90627",401.328457205501,-1.20291261415946,0.0830647956831597,-14.4816176849193,1.58326592790763e-47,3.39196733395939e-45,"STARD13","Down"
"7010",366.826321938821,-1.90552829988386,0.131907873461637,-14.4459026582522,2.66048796937379e-47,5.63575052658473e-45,"TEK","Down"
"54933",35.5352772771299,1.97326390226818,0.136680200632504,14.4370866675398,3.02354619676984e-47,6.33365738307798e-45,"RHBDL2","Up"
"2877",113.51385753354,3.38395614927873,0.234625235436264,14.4228140804486,3.71865825130674e-47,7.70416088042702e-45,"GPX2","Up"
"26499",40.9615962993332,2.31397710310057,0.160846086792077,14.3862816264334,6.30982977586374e-47,1.27913140606838e-44,"PLEK2","Up"
"26154",71.3324494520783,3.82473192411448,0.265855444741284,14.3865096606786,6.28906497692009e-47,1.27913140606838e-44,"ABCA12","Up"
"154",200.826494326886,-1.784712378467,0.1242577533802,-14.3629860505058,8.83374774082148e-47,1.77173027827348e-44,"ADRB2","Down"
"7049",489.225333457349,-1.62222557312893,0.113103338058403,-14.3428620319876,1.18083470510494e-46,2.34339754687826e-44,"TGFBR3","Down"
"27242",491.402993356663,1.48289138733386,0.103447370395265,14.334742214015,1.32738512091717e-46,2.60679080048452e-44,"TNFRSF21","Up"
"3853",444.489968490783,6.21162612197657,0.433439358360895,14.3310154053998,1.40057711252017e-46,2.72217322704565e-44,"KRT6A","Up"
"7134",85.8973402412954,-2.58203824655104,0.180252336360215,-14.3245757513573,1.53663597868122e-46,2.95614266388542e-44,"TNNC1","Down"
"5794",66.2949361979979,3.58327523384073,0.250294657309952,14.3162274111324,1.73277574383996e-46,3.29980011097119e-44,"PTPRH","Up"
"22880",462.371656142199,0.873533175435266,0.0610877117662816,14.2996545488127,2.19898388658859e-46,4.14574432138547e-44,"MORC2","NS"
"5175",2747.71093532462,-1.31306751095825,0.0920388386560768,-14.2664502304816,3.54152309340911e-46,6.61072622574673e-44,"PECAM1","Down"
"64116",1203.01257318839,-1.84146481711229,0.129127583904892,-14.260816793944,3.83934324407609e-46,7.09638609613398e-44,"SLC39A8","Down"
"94",478.683333410628,-1.51405388683322,0.106256461125346,-14.2490524415938,4.54405028853535e-46,8.31737670774339e-44,"ACVRL1","Down"
"84447",337.224980219221,0.837312793346308,0.0588998742900924,14.2158672397566,7.30409379497918e-46,1.32407769535329e-43,"SYVN1","NS"
"9732",1301.70863841555,-1.060707410054,0.0746911565377255,-14.2012449561984,8.99991999422343e-46,1.61595706334375e-43,"DOCK4","Down"
"4312",182.350069328927,4.23798084816429,0.298711773427243,14.1875253176003,1.09453500290806e-45,1.94672343488921e-43,"MMP1","Up"
"10525",1020.63947137257,0.983074395866429,0.0693162955740792,14.1824427823874,1.17677791955317e-45,2.07343870255476e-43,"HYOU1","NS"
"285016",27.9237747585465,-2.28224863888723,0.161289292053947,-14.1500319694123,1.86672402535877e-45,3.25864333797119e-43,"ALKAL2","Down"
"23120",95.5034958117731,3.71855677960466,0.2636111600572,14.1062190948129,3.4772773590105e-45,6.01441376600229e-43,"ATP10B","Up"
"471",228.59430001583,0.899792712501077,0.0638153346653961,14.0999450558235,3.80065496633801e-45,6.5139770982155e-43,"ATIC","NS"
"55366",239.338656820928,1.8772169019405,0.133236184823049,14.0893924907384,4.41341893826738e-45,7.49605290478874e-43,"LGR4","Up"
"23624",37.882823526017,2.44998782444615,0.17397705710551,14.0822466203709,4.88323260282545e-45,8.21996288045251e-43,"CBLC","Up"
"10401",316.699778184134,0.952898274289635,0.0676895613305108,14.0774774656446,5.22414865300883e-45,8.71600659780315e-43,"PIAS3","NS"
"100505495",133.865166344983,-1.61000650318146,0.114384336076232,-14.0754106585753,5.37915082696313e-45,8.8958886439242e-43,"PCAT19","Down"
"9806",844.275264045884,-1.83308167070285,0.130497048094735,-14.0469205814688,8.04572081063493e-45,1.31900847341652e-42,"SPOCK2","Down"
"701",76.283385887113,2.22943899168722,0.15876955833795,14.0419801820053,8.62680190910889e-45,1.40207841717612e-42,"BUB1B","Up"
"54538",400.159918731841,-1.6487594063455,0.117732495988323,-14.0042848196222,1.46749555455346e-44,2.36467467435866e-42,"ROBO4","Down"
"1281",10281.9867181324,2.47235419507049,0.176634280553481,13.9970236090265,1.62536501355785e-44,2.59686496615306e-42,"COL3A1","Up"
"6472",211.007377227187,1.26502904444309,0.0904505531916814,13.9858629914873,1.90156130360653e-44,3.01261640814235e-42,"SHMT2","Up"
"8436",1161.00993759081,-2.13864922645634,0.153261013587369,-13.9542938963872,2.96220878885846e-44,4.65387685802904e-42,"CAVIN2","Down"
"90861",382.211284448093,1.2633402560663,0.090636981829196,13.9384634237606,3.69816474277068e-44,5.76210742937649e-42,"JPT2","Up"
"8507",438.561087297967,1.54304822310513,0.111022578121865,13.898508296316,6.46752377927114e-44,9.99444473857367e-42,"ENC1","Up"
"9787",46.8707299008568,2.36955722418502,0.170555953543367,13.893136973272,6.97139189369683e-44,1.06855001115339e-41,"DLGAP5","Up"
"1591",248.777488418089,4.66736956125234,0.336935204369055,13.8524247414053,1.2298923344585e-43,1.85497281452369e-41,"CYP24A1","Up"
"285313",429.088652487605,-1.98179917617713,0.143062185438083,-13.8527114632598,1.2249919968436e-43,1.85497281452369e-41,"IGSF10","Down"
"6286",142.329281387365,4.02061190197968,0.290606211932898,13.8352579431717,1.56175233106662e-43,2.33680291250786e-41,"S100P","Up"
"26084",450.08829847774,-1.54860570951072,0.111945073753591,-13.8336208783912,1.59771339771603e-43,2.37178666827877e-41,"ARHGEF26","Down"
"9353",759.640525299859,-1.41018599542657,0.102035897034245,-13.820489028026,1.91762671216209e-43,2.82445440659311e-41,"SLIT2","Down"
"5034",2336.56023415685,1.03400177199135,0.0748903135008331,13.8068826748849,2.31640670143239e-43,3.3853655458996e-41,"P4HB","Up"
"55340",326.581254186379,-1.33040571959826,0.096561800297292,-13.7777642453045,3.46848368591833e-43,5.03010176389372e-41,"GIMAP5","Down"
"147372",181.966565844398,-2.06025003024246,0.149821510855421,-13.7513633287987,4.99787550266921e-43,7.19274403449028e-41,"CCBE1","Down"
"55040",30.8852018133779,2.68854419725065,0.19553451749795,13.7497165802393,5.11294279988405e-43,7.30259928834954e-41,"EPN3","Up"
"1003",927.932149078553,-1.60129107810418,0.116570412944687,-13.7366853016468,6.12148688916771e-43,8.67732273093826e-41,"CDH5","Down"
"81617",160.143267400093,-1.24388986112058,0.0905954070887757,-13.7301647080373,6.69810732132069e-43,9.42383711409395e-41,"CAB39L","Down"
"29128",92.2020174481115,2.07264808148268,0.151308724979153,13.6981398909299,1.0415855229015e-42,1.45459347135274e-40,"UHRF1","Up"
"9079",407.755993941398,-1.4847540369423,0.108443747610836,-13.6914674165497,1.14179830983185e-42,1.5828179070044e-40,"LDB2","Down"
"57514",986.94808436627,-1.21450921135858,0.0889420339646798,-13.6550645091035,1.88322496713695e-42,2.59156498579803e-40,"ARHGAP31","Down"
"114907",273.050076263602,1.58633219540604,0.116297100515217,13.6403417486618,2.30477963031983e-42,3.1486964036536e-40,"FBXO32","Up"
"80179",393.534364064315,0.971880818369529,0.0712638896703013,13.6377739534831,2.38737317085555e-42,3.23806808562156e-40,"MYO19","NS"
"1174",76.3997249731727,1.14530846570023,0.0839948759609744,13.6354563608423,2.46444335324178e-42,3.31872503847623e-40,"AP1S1","Up"
"395",140.65168445758,-1.5221290434759,0.111681773543374,-13.6291625319215,2.6864543266144e-42,3.59203712196179e-40,"ARHGAP6","Down"
"114787",30.0609335711043,1.94011816600192,0.142356543282493,13.6285844069137,2.70781868304461e-42,3.5951060303831e-40,"GPRIN1","Up"
"53405",955.071119386602,-2.2547048658897,0.165490509495629,-13.6243756379834,2.86853007268558e-42,3.78184597624764e-40,"CLIC5","Down"
"128239",162.388402716919,2.45246755537574,0.180121237029633,13.6156490806926,3.232608944867e-42,4.23224836372066e-40,"IQGAP3","Up"
"6659",618.396942446229,1.38820355111362,0.102029426632789,13.605913479352,3.69324855821482e-42,4.80198724607062e-40,"SOX4","Up"
"5939",1028.01802876001,-0.880290069420914,0.0647651039050899,-13.5920428802359,4.46443043199575e-42,5.76492513249423e-40,"RBMS2","NS"
"56169",53.3249727651053,3.10927162456005,0.229195965215475,13.565996336964,6.37080636265935e-42,8.11546029427141e-40,"GSDMC","Up"
"155038",361.16798649241,-1.49078724043416,0.109888300380878,-13.5663872793285,6.33692691740566e-42,8.11546029427141e-40,"GIMAP8","Down"
"25890",739.164461239278,-1.5945536783517,0.117658164440138,-13.5524269474981,7.66532124212422e-42,9.69894640119248e-40,"ABI3BP","Down"
"2776",1029.37125759138,-0.802336014444358,0.0592713490470141,-13.5366585600733,9.50134956296322e-42,1.19419295540364e-39,"GNAQ","NS"
"259266",176.909693748597,2.42464454497304,0.179296654577314,13.5230885968791,1.14275376657013e-41,1.42677726895011e-39,"ASPM","Up"
"57549",67.4881029358034,2.57430182586183,0.190387090897505,13.521409533211,1.16914007435125e-41,1.45011827774633e-39,"IGSF9","Up"
"991",33.0206866896254,2.61937966008706,0.193836003475404,13.5133804511165,1.30393735861817e-41,1.60674058967506e-39,"CDC20","Up"
"29968",35.7425252045928,2.28447923038938,0.169338347854718,13.4906195751321,1.77601751696851e-41,2.17423754853295e-39,"PSAT1","Up"
"7058",1164.09394702397,2.33141204108609,0.172856228624637,13.4875790108138,1.85078704527361e-41,2.25115407513184e-39,"THBS2","Up"
"7162",119.122556483974,1.57867125365079,0.117191123244752,13.4709115327256,2.31984246777997e-41,2.80358910545229e-39,"TPBG","Up"
"55143",34.7972716120216,2.1137383040459,0.156917150645033,13.4704096738759,2.33566467438346e-41,2.80473159911792e-39,"CDCA8","Up"
"5315",3194.88409672791,1.12506306067462,0.083571252902094,13.4623213318659,2.6059864046523e-41,3.10953554980442e-39,"PKM","Up"
"1728",340.658393607107,2.45726893605053,0.182687031325765,13.4507026482288,3.0496058680215e-41,3.61598864338424e-39,"NQO1","Up"
"23532",57.9711745371723,5.70718389578249,0.42452401874852,13.4437243683103,3.35135295118578e-41,3.9489410742941e-39,"PRAME","Up"
"51809",284.952064095273,1.13574512159395,0.0845016308908408,13.4405112613874,3.5001000350284e-41,4.09859540126649e-39,"GALNT7","Up"
"8654",561.279038006553,-1.12419161684427,0.083802312032726,-13.4148043123829,4.95238595306481e-41,5.76341557858833e-39,"PDE5A","Down"
"4322",85.1191594813578,4.3391372695031,0.323695292491912,13.405005788311,5.65188734138403e-41,6.53711853049773e-39,"MMP13","Up"
"6241",129.26128623401,2.10715345750094,0.157503999414562,13.378412391642,8.08560097481336e-41,9.29498994988757e-39,"RRM2","Up"
"23336",370.252628067195,-1.22196086300375,0.0913603140240241,-13.3751823869873,8.44463034301941e-41,9.64888580951181e-39,"SYNM","Down"
"3706",16.6074938827366,3.75113335109457,0.280919073828763,13.353074606038,1.13659067549643e-40,1.29085204850206e-38,"ITPKA","Up"
"28983",25.9786151677181,4.77699260263957,0.35797087513799,13.3446404006978,1.27283294372235e-40,1.42837615999985e-38,"TMPRSS11E","Up"
"24137",62.7743210350028,2.4618578630294,0.18447981113876,13.3448633096099,1.26903135281447e-40,1.42837615999985e-38,"KIF4A","Up"
"84981",313.779348561919,-1.27609517168744,0.0956354303829323,-13.3433306733483,1.29539950005036e-40,1.44509862570707e-38,"MIR22HG","Down"
"51705",277.505477908329,-1.85156245378564,0.138818401439515,-13.3380188403365,1.391074392643e-40,1.54270150144109e-38,"EMCN","Down"
"699",70.471155867889,1.94818085787257,0.146081664418562,13.3362449396149,1.4245652655846e-40,1.57060403228459e-38,"BUB1","Up"
"64220",71.2017470543765,3.63748010446707,0.27316001157161,13.3162979586179,1.86109679590732e-40,2.03995685425818e-38,"STRA6","Up"
"177",1998.69747113289,-2.83875091627738,0.213196252366731,-13.3152008291134,1.88863921909064e-40,2.05818006922057e-38,"AGER","Down"
"245973",111.240836854213,1.23737976343121,0.0929745009674965,13.3088077973528,2.05738471134466e-40,2.22918815879201e-38,"ATP6V1C2","Up"
"7922",648.671216050578,0.851760037098945,0.0640093338622342,13.3068098932598,2.11313330594699e-40,2.27650869811535e-38,"SLC39A7","NS"
"65108",184.353812360143,1.61045693243698,0.121186952157853,13.2890290890332,2.68033537872727e-40,2.8711569826787e-38,"MARCKSL1","Up"
"27042",221.38904926382,0.959895431825019,0.0722581232705057,13.2842563351881,2.85682554363365e-40,3.04292271040256e-38,"UTP25","NS"
"344148",660.790374205485,-2.04627405758368,0.15405072839362,-13.2831183527752,2.9005848360941e-40,3.07217561319562e-38,"NCKAP5","Down"
"5050",41.6380757134382,1.7908153213762,0.134930856439038,13.2720963064908,3.36046631576443e-40,3.53937829335792e-38,"PAFAH1B3","Up"
"55612",123.797347466019,2.42594006200877,0.182988550748583,13.2573325056926,4.09193538343071e-40,4.27133874369947e-38,"FERMT1","Up"
"9467",616.633238954511,-1.00605974993322,0.0758879648562404,-13.2571713029736,4.1007389413335e-40,4.27133874369947e-38,"SH3BP5","Down"
"57513",307.864756678282,-1.32053533324417,0.0996164348095675,-13.2561994992953,4.15421124646964e-40,4.30326069393913e-38,"CASKIN2","Down"
"9401",54.2484582498144,2.11022086848978,0.159239558477451,13.2518633476907,4.40137768350735e-40,4.53438106377945e-38,"RECQL4","Up"
"1894",201.912115211932,1.58822989487194,0.119859204235095,13.2507962572215,4.46441240070745e-40,4.55741672729941e-38,"ECT2","Up"
"607",199.977423663018,1.04680558373442,0.0790002157557362,13.2506674028724,4.47208451997237e-40,4.55741672729941e-38,"BCL9","Up"
"22918",1544.87484685206,-1.32873790717012,0.100367281670864,-13.2387555491188,5.24100406421257e-40,5.28388500655613e-38,"CD93","Down"
"79682",60.1337068548714,1.48301388289729,0.112017625261159,13.2391119651017,5.21619341318371e-40,5.28388500655613e-38,"CENPU","Up"
"9837",46.6745652777367,2.09075754163669,0.158081464995762,13.2258234176457,6.22517317677469e-40,6.24272286711347e-38,"GINS1","Up"
"8612",129.98655621388,2.20255254528513,0.166555443476736,13.2241402580923,6.36609894741517e-40,6.35026790770467e-38,"PLPP2","Up"
"768",45.2417816045348,5.29322283984254,0.4003512498525,13.2214470213162,6.59822320483123e-40,6.54717379372017e-38,"CA9","Up"
"11004",53.9113215226041,2.20834060250156,0.167313588942015,13.1988119821331,8.91296148423414e-40,8.75187827407637e-38,"KIF2C","Up"
"90161",95.8399070626788,2.98451991799973,0.226116957174159,13.1990097306192,8.88959671208737e-40,8.75187827407637e-38,"HS6ST2","Up"
"641700",124.356323386872,-1.36224754720218,0.103254100045659,-13.1931569458239,9.60759653205403e-40,9.38507862273651e-38,"ECSCR","Down"
"105373159",53.5165635628711,1.6758986538156,0.127075367107816,13.1882259477849,1.02570678084369e-39,9.96786079342579e-38,"RAB4A-AS1","Up"
"128346",187.270805859242,-1.25367156908229,0.0952375677723951,-13.1636243806478,1.42102233929842e-39,1.37387354680991e-37,"C1orf162","Down"
"1832",2286.64807665679,2.37378642314186,0.180401987328937,13.1583163705043,1.52445035271856e-39,1.46635012754097e-37,"DSP","Up"
"113146",1203.18613988382,2.3040727496017,0.175223988405247,13.149299765241,1.71757667378362e-39,1.64372959547424e-37,"AHNAK2","Up"
"8914",236.841144530616,1.27246657315161,0.0967793428170749,13.1481216560514,1.74454468273847e-39,1.66110610624588e-37,"TIMELESS","Up"
"1001",228.747685098322,2.33851090882911,0.17802614856551,13.1357720631056,2.05385890734941e-39,1.93607009901292e-37,"CDH3","Up"
"5328",397.763416552162,2.01042118066768,0.153049042833363,13.1357971500455,2.05317832008301e-39,1.93607009901292e-37,"PLAU","Up"
"6598",349.373370239891,0.747374449831789,0.0568979341204278,13.1353530033257,2.06526086769523e-39,1.9371324944606e-37,"SMARCB1","NS"
